cliente_id,sku,fecha,unidades_inventario,kilos_inventario,sell_in_unidades,sell_in_kilos,sell_in_valor,sell_out_unidades,sell_out_kilos,sell_out_valor,cum_si_u,cum_so_u,cum_si_k,cum_so_k,inv_unidades_cierre,inv_kilos_cierre,inv_negativa_flag,inv_kilos_cierre_clip,avg_diario_30d_kilos,sell_out_kilos_30d,doh_30d,mes,cliente,canal,regional,zona,ciudad,formato_cliente,descripcion_producto,peso_kg,unidad,variedad,subcategoria,categoria,tipo_producto,marca,origen,anio_mes
C015,900101,2025-01-31,15,1.2,0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.68,2.24,8.0,0.6399999999999997,False,0.6399999999999997,0.07466666666666667,2.24,8.571428571428566,2025-01-01,Abarrotes Norte,Tradicional Modernizado,Caribe,Costa Norte,Barranquilla,Supermercado Regional,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-01
C015,900102,2025-01-31,12,0.96,0.0,0.0,0.0,1.0,0.08,9600.0,30.0,33.0,2.4,2.64,9.0,0.7199999999999998,False,0.7199999999999998,0.08800000000000001,2.64,8.181818181818178,2025-01-01,Abarrotes Norte,Tradicional Modernizado,Caribe,Costa Norte,Barranquilla,Supermercado Regional,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-01
C016,300102,2025-01-31,55,12.65,0.0,0.0,0.0,2.0,0.46,18910.0,113.0,121.0,25.990000000000002,27.83,47.0,10.810000000000002,False,10.810000000000002,0.8969999999999999,26.909999999999997,12.051282051282055,2025-01-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-01
C002,300101,2025-01-31,76,17.48,0.0,0.0,0.0,6.0,1.38,54420.0,128.0,154.0,29.439999999999998,35.42,50.0,11.5,False,11.5,1.1193333333333333,33.58,10.273972602739727,2025-01-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-01
C002,900102,2025-01-31,86,6.88,0.0,0.0,0.0,3.0,0.24,28920.0,226.0,264.0,18.08,20.372,48.0,4.587999999999997,False,4.587999999999997,0.37866666666666665,11.36,12.116197183098585,2025-01-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-01
C014,110115,2025-01-31,41,10.25,0.0,0.0,0.0,2.0,0.5,50360.0,95.0,85.0,23.75,21.29,51.0,12.71,False,12.71,0.7013333333333333,21.04,18.12262357414449,2025-01-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,FETA CUBOS CASA SIERRA 250G,0.25,UND,FETA,ESPECIALES,QUESOS MADURADOS,regular,CASA SIERRA,IMPORTADO,2025-01
C002,110112,2025-01-31,158,15.8,0.0,0.0,0.0,4.0,0.4,27120.0,209.0,249.0,20.9,24.2,118.0,12.500000000000004,False,12.500000000000004,0.7633333333333333,22.9,16.37554585152839,2025-01-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-01
C015,300102,2025-01-31,18,4.14,0.0,0.0,0.0,2.0,0.46,18160.0,38.0,45.0,8.74,10.35,11.0,2.5299999999999994,False,2.5299999999999994,0.3373333333333333,10.12,7.499999999999998,2025-01-01,Abarrotes Norte,Tradicional Modernizado,Caribe,Costa Norte,Barranquilla,Supermercado Regional,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-01
C016,110101,2025-01-31,52,7.8,0.0,0.0,0.0,7.0,1.05,101670.0,72.0,84.0,10.8,12.588000000000001,40.0,6.0120000000000005,False,6.0120000000000005,0.41459999999999997,12.437999999999999,14.50072358900145,2025-01-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-01
C014,110114,2025-01-31,74,18.5,0.0,0.0,0.0,3.0,0.75,74020.0,180.0,243.0,45.0,57.25,11.0,6.25,False,6.25,1.0083333333333333,30.25,6.198347107438017,2025-01-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,GOUDA NATURAL CUÑA LOMA DORADA 250G,0.25,UND,GOUDA NATURAL,CUÑAS,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-01
C002,900101,2025-01-31,77,6.16,0.0,0.0,0.0,2.0,0.16,19890.0,149.0,166.0,11.92,13.040000000000001,60.0,5.039999999999997,False,5.039999999999997,0.4266666666666667,12.8,11.812499999999993,2025-01-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-01
C003,110101,2025-01-31,51,7.65,0.0,0.0,0.0,4.0,0.6,58120.0,126.0,128.0,18.9,19.188,49.0,7.361999999999998,False,7.361999999999998,0.5945999999999999,17.837999999999997,12.381432896064581,2025-01-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-01
C014,110107,2025-01-31,58,7.25,0.0,0.0,0.0,1.0,0.125,13260.0,83.0,100.0,10.375,12.25,41.0,5.375,False,5.375,0.4041666666666667,12.125,13.298969072164947,2025-01-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,CAMEMBERT CUÑA MONTE AZUL 125G,0.125,UND,CAMEMBERT,QUESOS BLANDOS,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-01
C016,110112,2025-01-31,136,13.6,0.0,0.0,0.0,8.0,0.8,56340.0,143.0,211.0,14.3,20.5,68.0,7.399999999999999,False,7.399999999999999,0.6666666666666666,20.0,11.099999999999998,2025-01-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-01
C014,110102,2025-01-31,74,11.1,0.0,0.0,0.0,2.0,0.3,29130.0,92.0,102.0,13.8,15.3,64.0,9.599999999999998,False,9.599999999999998,0.51,15.3,18.823529411764703,2025-01-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-01
C014,190103,2025-01-31,16,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.6,False,9.6,0.0,0.0,,2025-01-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,RACLETTE CELEBRACION LOMA DORADA 600G,0.6,UND,MIXTO QUESOS,TEMPORADA,QUESOS MADURADOS,temporada,LOMA DORADA,IMPORTADO,2025-01
C002,190102,2025-01-31,22,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,False,11.0,0.0,0.0,,2025-01-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,DUO FESTIVO QUESOS Y CARNES 500G,0.5,UND,MIXTO QUESOS-CARNES,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,MAQUILA,2025-01
C001,300101,2025-01-31,170,39.1,0.0,0.0,0.0,8.0,1.84,72130.0,188.0,280.0,43.24,64.4,78.0,17.939999999999998,False,17.939999999999998,2.0853333333333333,62.559999999999995,8.602941176470587,2025-01-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-01
C003,120104,2025-01-31,86,17.2,0.0,0.0,0.0,7.0,1.4,57600.0,91.0,147.0,18.200000000000003,29.256,30.0,6.1440000000000055,False,6.1440000000000055,0.9352,28.056,6.569717707442264,2025-01-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-01
C015,120101,2025-01-31,35,8.75,0.0,0.0,0.0,2.0,0.5,19210.0,33.0,53.0,8.25,13.21,15.0,3.789999999999999,False,3.789999999999999,0.44033333333333335,13.21,8.607115821347461,2025-01-01,Abarrotes Norte,Tradicional Modernizado,Caribe,Costa Norte,Barranquilla,Supermercado Regional,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-01
C016,110115,2025-01-31,46,11.5,0.0,0.0,0.0,2.0,0.5,50440.0,62.0,87.0,15.5,21.67,21.0,5.329999999999998,False,5.329999999999998,0.6723333333333333,20.17,7.92761527020327,2025-01-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,FETA CUBOS CASA SIERRA 250G,0.25,UND,FETA,ESPECIALES,QUESOS MADURADOS,regular,CASA SIERRA,IMPORTADO,2025-01
C003,110112,2025-01-31,120,12.0,0.0,0.0,0.0,9.0,0.9,62890.0,616.0,580.0,61.599999999999994,58.0,156.0,15.599999999999994,False,15.599999999999994,0.9466666666666667,28.4,16.478873239436613,2025-01-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-01
C016,120101,2025-01-31,92,0.0,0.0,0.0,0.0,9.0,2.25,92400.0,120.0,165.0,30.0,41.25,47.0,-11.25,True,0.0,1.35,40.5,0.0,2025-01-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-01
C014,110101,2025-01-31,70,10.5,0.0,0.0,0.0,7.0,1.05,101580.0,135.0,141.0,20.25,21.15,64.0,9.600000000000001,False,9.600000000000001,0.6799999999999999,20.4,14.117647058823533,2025-01-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-01
C014,300101,2025-01-31,90,20.7,0.0,0.0,0.0,7.0,1.61,62810.0,213.0,202.0,48.989999999999995,41.4,101.0,28.29,False,28.29,1.3339999999999999,40.019999999999996,21.20689655172414,2025-01-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-01
C016,120103,2025-01-31,73,14.6,0.0,0.0,0.0,4.0,0.8,40020.0,85.0,107.0,17.0,21.4,51.0,10.200000000000003,False,10.200000000000003,0.6666666666666666,20.0,15.300000000000004,2025-01-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-01
C013,900104,2025-01-31,21,1.68,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.0,2.0,2.08,19.0,1.5999999999999996,False,1.5999999999999996,0.06933333333333333,2.08,23.076923076923073,2025-01-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,CHORIZO TAJADO CASA IBERIA 80G,0.08,UND,CHORIZO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-01
C002,120103,2025-01-31,97,19.4,0.0,0.0,0.0,8.0,1.6,82200.0,124.0,179.0,24.8,34.0,42.0,10.200000000000003,False,10.200000000000003,1.0933333333333333,32.8,9.32926829268293,2025-01-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-01
C002,190101,2025-01-31,18,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,17.0,6.8,False,6.8,0.013333333333333334,0.4,509.99999999999994,2025-01-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,TABLA APERITIVO NAVIDEÑA MONTE AZUL 400G,0.4,UND,MIXTO QUESOS,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,IMPORTADO,2025-01
C001,900104,2025-01-31,106,8.48,0.0,0.0,0.0,3.0,0.24,27330.0,176.0,229.0,14.08,17.84,53.0,4.720000000000002,False,4.720000000000002,0.5813333333333334,17.44,8.119266055045875,2025-01-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,CHORIZO TAJADO CASA IBERIA 80G,0.08,UND,CHORIZO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-01
C001,900103,2025-01-31,112,8.96,0.0,0.0,0.0,16.0,1.28,174670.0,190.0,216.0,9.44,17.28,86.0,1.1199999999999974,False,1.1199999999999974,0.5386666666666666,16.16,2.0792079207920744,2025-01-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-01
C003,110110,2025-01-31,39,14.04,0.0,0.0,0.0,6.0,2.16,207470.0,46.0,66.0,16.560000000000002,23.701999999999998,19.0,6.898000000000003,False,6.898000000000003,0.7660666666666667,22.982,9.004438256026459,2025-01-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,MIX QUESOS PREMIUM MONTE AZUL 360G,0.36,UND,MIXTO QUESOS,MEZCLAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-01
C014,190102,2025-01-31,26,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0,False,13.0,0.0,0.0,,2025-01-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,DUO FESTIVO QUESOS Y CARNES 500G,0.5,UND,MIXTO QUESOS-CARNES,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,MAQUILA,2025-01
C016,300101,2025-01-31,88,20.24,0.0,0.0,0.0,7.0,1.61,64110.0,124.0,152.0,28.520000000000003,34.96,60.0,13.800000000000004,False,13.800000000000004,1.1039999999999999,33.12,12.500000000000005,2025-01-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-01
C014,110106,2025-01-31,51,6.375,0.0,0.0,0.0,6.0,0.75,79800.0,114.0,112.0,14.25,14.0,53.0,6.625,False,6.625,0.4625,13.875,14.324324324324323,2025-01-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,BRIE CUÑA MONTE AZUL 125G,0.125,UND,BRIE,QUESOS BLANDOS,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-01
C003,110102,2025-01-31,54,8.1,0.0,0.0,0.0,2.0,0.3,29910.0,106.0,102.0,15.899999999999999,15.3,58.0,8.7,False,8.7,0.49500000000000005,14.850000000000001,17.57575757575757,2025-01-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-01
C002,110102,2025-01-31,77,11.55,0.0,0.0,0.0,5.0,0.75,72350.0,97.0,113.0,14.55,16.2,61.0,9.900000000000002,False,9.900000000000002,0.51,15.299999999999999,19.411764705882355,2025-01-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-01
C014,190101,2025-01-31,23,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,9.2,False,9.2,0.0,0.0,,2025-01-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,TABLA APERITIVO NAVIDEÑA MONTE AZUL 400G,0.4,UND,MIXTO QUESOS,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,IMPORTADO,2025-01
C015,130101,2025-01-31,29,4.35,0.0,0.0,0.0,1.0,0.15,5630.0,46.0,59.0,6.9,8.25,16.0,3.0,False,3.0,0.275,8.25,10.909090909090908,2025-01-01,Abarrotes Norte,Tradicional Modernizado,Caribe,Costa Norte,Barranquilla,Supermercado Regional,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-01
C014,110105,2025-01-31,60,9.0,0.0,0.0,0.0,3.0,0.45,43420.0,78.0,109.0,11.7,16.35,29.0,4.349999999999998,False,4.349999999999998,0.52,15.6,8.365384615384611,2025-01-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,PROVOLONE TAJADO LOMA DORADA 150G,0.15,UND,PROVOLONE,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-01
C002,120101,2025-01-31,116,29.0,0.0,0.0,0.0,6.0,1.5,59530.0,249.0,231.0,62.25,57.75,134.0,33.5,False,33.5,1.9083333333333334,57.25,17.554585152838428,2025-01-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-01
C002,190103,2025-01-31,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,21.0,-0.6,True,0.0,0.02,0.6,0.0,2025-01-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,RACLETTE CELEBRACION LOMA DORADA 600G,0.6,UND,MIXTO QUESOS,TEMPORADA,QUESOS MADURADOS,temporada,LOMA DORADA,IMPORTADO,2025-01
C003,110103,2025-01-31,72,10.8,0.0,0.0,0.0,3.0,0.45,44290.0,143.0,146.0,21.45,21.888,69.0,10.361999999999998,False,10.361999999999998,0.6846,20.538,15.13584574934268,2025-01-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,MUENSTER TAJADO LOMA DORADA 150G,0.15,UND,MUENSTER,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-01
C016,110114,2025-01-31,55,13.75,0.0,0.0,0.0,6.0,1.5,144360.0,110.0,119.0,27.5,29.75,46.0,11.5,False,11.5,0.9666666666666667,29.0,11.89655172413793,2025-01-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,GOUDA NATURAL CUÑA LOMA DORADA 250G,0.25,UND,GOUDA NATURAL,CUÑAS,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-01
C014,110104,2025-01-31,57,8.55,0.0,0.0,0.0,3.0,0.45,43260.0,146.0,138.0,21.9,19.5,65.0,10.95,False,10.95,0.625,18.75,17.52,2025-01-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,COLBY JACK TAJADO LOMA DORADA 150G,0.15,UND,COLBY JACK,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-01
C015,120103,2025-01-31,22,4.4,0.0,0.0,0.0,3.0,0.6,29750.0,39.0,46.0,7.800000000000001,9.2,15.0,3.0000000000000018,False,3.0000000000000018,0.29333333333333333,8.8,10.227272727272734,2025-01-01,Abarrotes Norte,Tradicional Modernizado,Caribe,Costa Norte,Barranquilla,Supermercado Regional,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-01
C002,110101,2025-01-31,73,10.95,0.0,0.0,0.0,4.0,0.6,58990.0,89.0,112.0,13.350000000000001,16.8,50.0,7.5,False,7.5,0.545,16.35,13.761467889908255,2025-01-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-01
C013,110109,2025-01-31,13,1.95,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,3.0,3.45,7.0,1.5,False,1.5,0.115,3.45,13.043478260869565,2025-01-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,IBERICO CUÑA MONTE AZUL 150G,0.15,UND,IBERICO,CUÑAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-01
C014,110103,2025-01-31,64,9.6,0.0,0.0,0.0,3.0,0.45,43160.0,143.0,134.0,21.45,19.8,73.0,11.249999999999996,False,11.249999999999996,0.645,19.35,17.441860465116275,2025-01-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,MUENSTER TAJADO LOMA DORADA 150G,0.15,UND,MUENSTER,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-01
C016,110113,2025-01-31,46,11.5,0.0,0.0,0.0,2.0,0.5,31120.0,76.0,97.0,19.0,23.0,25.0,7.5,False,7.5,0.7166666666666667,21.5,10.465116279069766,2025-01-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-01
C016,900101,2025-01-31,52,4.16,0.0,0.0,0.0,6.0,0.48,59980.0,94.0,97.0,7.52,7.76,49.0,3.92,False,3.92,0.25066666666666665,7.52,15.638297872340427,2025-01-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-01
C014,120104,2025-01-31,96,19.2,0.0,0.0,0.0,6.0,1.2,48470.0,115.0,145.0,23.0,29.0,66.0,13.200000000000003,False,13.200000000000003,0.9,27.0,14.66666666666667,2025-01-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-01
C005,130101,2025-01-31,356,53.4,0.0,0.0,0.0,20.0,3.0,104700.0,845.0,887.0,126.75,133.05,314.0,47.099999999999994,False,47.099999999999994,4.305000000000001,129.15,10.940766550522644,2025-01-01,PrecioListo,Hard Discount,Antioquia,Valle de Aburrá,Medellín,Discounter,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-01
C004,300101,2025-01-31,151,34.73,99.0,22.77,636020.0,16.0,3.68,133330.0,409.0,388.0,94.07,89.24,172.0,39.55999999999999,False,39.55999999999999,2.8673333333333333,86.02,13.796791443850264,2025-01-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-01
C017,120103,2025-01-31,6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,3.4,3.8160000000000003,4.0,0.7839999999999994,False,0.7839999999999994,0.12053333333333334,3.616,6.504424778761057,2025-01-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-01
C004,130103,2025-01-31,336,96.768,220.0,63.36,1298050.0,17.0,4.896,124270.0,630.0,660.0,181.44,184.89600000000002,306.0,93.31199999999995,False,93.31199999999995,5.952,178.56,15.677419354838703,2025-01-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-01
C003,900102,2025-01-31,85,6.8,0.0,0.0,0.0,2.0,0.16,19340.0,109.0,131.0,8.72,9.84,63.0,5.68,False,5.68,0.312,9.36,18.205128205128204,2025-01-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-01
